timestamp,team1_name1,team1_name2,team1_name3,score1,team2_name1,team2_name2,team2_name3,score2
2026-01-25T16:28:16.892000+00:00,gentle,neptune,ash,5,kami,pikeman,nae,3
2026-01-25T16:28:16.892000+00:00,gentle,neptune,ash,5,kami,pikeman,nae,0
2026-01-25T16:37:38.725000+00:00,gentle,ash,eri,5,kami,pikeman,ella,1
2026-01-25T16:37:38.725000+00:00,gentle,ash,eri,2,kami,pikeman,ella,5
2026-01-25T16:49:50.072000+00:00,gentle,eri,nae,5,kami,pikeman,ella,4
2026-01-25T16:58:33.026000+00:00,gentle,eri,nae,5,kami,pikeman,neptune,3
2026-01-25T22:15:58.030000+00:00,shan,eri,ash,5,akil,toph,anon,1
2026-01-25T22:15:58.030000+00:00,shan,eri,ash,3,akil,toph,anon,5
2026-01-25T22:26:45.818000+00:00,shan,anon,ash,5,akil,toph,kami,4
2026-01-25T22:26:54.720000+00:00,shan,eri,ash,5,toph,anon,kami,4
2026-01-26T04:19:40.839000+00:00,shan,kaiferno,mai,3,kami,popop,stella,5
2026-01-26T04:19:40.839000+00:00,shan,kaiferno,mai,5,kami,popop,stella,1
2026-01-26T04:26:58.886000+00:00,shan,kaiferno,mai,5,jib,popop,nae,3
2026-01-26T04:31:40.866000+00:00,shan,kaiferno,mai,4,jib,pikeman,nae,5
2026-01-26T04:31:40.866000+00:00,shan,kaiferno,mai,1,jib,pikeman,nae,5
2026-01-26T04:31:40.866000+00:00,shan,kaiferno,mai,3,jib,pikeman,nae,5
2026-01-26T04:31:40.866000+00:00,shan,kaiferno,mai,2,jib,pikeman,nae,5
2026-01-26T04:31:40.866000+00:00,shan,kaiferno,mai,5,jib,pikeman,nae,4
2026-01-26T04:31:40.866000+00:00,shan,kaiferno,mai,5,jib,pikeman,nae,4
2026-01-26T05:10:29.200000+00:00,shan,kaiferno,mai,5,kami,pikeman,jib,4
2026-01-26T05:10:29.200000+00:00,shan,kaiferno,mai,5,kami,pikeman,jib,2
2026-01-26T05:27:01.051000+00:00,shan,pikeman,rxob,4,kami,kaiferno,jib,5
2026-01-26T05:27:01.051000+00:00,shan,pikeman,rxob,1,kami,kaiferno,jib,5
2026-01-26T05:33:35.785000+00:00,shan,kami,rxob,5,jib,pikeman,mai,3
2026-01-26T05:33:35.785000+00:00,shan,kami,rxob,3,jib,pikeman,mai,5
2026-01-26T05:33:35.785000+00:00,shan,kami,rxob,1,jib,pikeman,mai,5
2026-01-26T15:03:40.974000+00:00,kami,ella,ash,4,gentle,eri,nae,5
2026-01-26T15:03:40.974000+00:00,kami,ella,ash,5,gentle,eri,nae,3
2026-01-26T15:03:40.974000+00:00,kami,ella,ash,4,gentle,eri,nae,5
2026-01-26T15:18:39.639000+00:00,kami,ella,ash,1,baps,eri,nae,5
2026-01-26T15:18:39.639000+00:00,kami,ella,ash,5,baps,eri,nae,3
2026-01-26T16:01:28.725000+00:00,kami,ella,ash,2,baps,wraith,eri,5
2026-01-26T16:08:49.816000+00:00,kami,ella,ash,5,baps,wraith,nae,1
2026-01-26T16:15:11.112000+00:00,kami,ella,ash,3,baps,eri,nae,5
2026-01-26T21:08:12.536000+00:00,shan,kaiferno,ash,5,jib,pikeman,jinsye,3
2026-01-26T21:08:12.536000+00:00,shan,kaiferno,ash,3,jib,pikeman,jinsye,5
2026-01-26T21:20:51.127000+00:00,shan,kaiferno,ash,5,jib,pikeman,stella,4
2026-01-26T21:20:51.127000+00:00,shan,kaiferno,ash,5,jib,pikeman,stella,1
2026-01-26T21:29:46.238000+00:00,pikeman,jinsye,stella,5,jib,wraith,ash,2
2026-01-26T21:36:37.369000+00:00,shan,pikeman,stella,5,jib,wraith,ash,3
2026-01-26T21:53:20.997000+00:00,shan,kaiferno,pikeman,4,jib,eri,wraith,5
2026-01-26T21:53:20.997000+00:00,shan,kaiferno,pikeman,4,jib,eri,wraith,5
2026-01-27T01:23:25.766000+00:00,shan,,,5,rxob,,,4
2026-01-27T23:33:31.691000+00:00,jib,eri,ash,5,kami,ella,kaiferno,2
2026-01-27T23:40:15.236000+00:00,aster,eri,ash,5,jib,ella,kaiferno,4
2026-01-27T23:40:15.236000+00:00,aster,eri,ash,3,jib,ella,kaiferno,5
2026-01-27T23:52:39.169000+00:00,aster,wraith,ash,5,jib,ella,kami,3
2026-01-27T23:52:39.169000+00:00,aster,wraith,ash,5,jib,ella,kami,2
2026-01-28T00:04:19.943000+00:00,jib,ella,eri,5,aster,wraith,ash,4
2026-01-28T00:11:54.853000+00:00,jib,wraith,hawk,5,ella,aster,ash,2
2026-01-28T00:11:54.853000+00:00,jib,wraith,hawk,5,ella,aster,ash,3
2026-01-29T02:25:01.561000+00:00,shan,hawk,stella,4,kami,popop,akil,5
2026-01-29T02:25:01.561000+00:00,shan,hawk,stella,1,kami,popop,akil,5
2026-01-29T02:32:00.868000+00:00,kaiferno,akil,neptune,0,shan,hawk,popop,5
